,Age,Min_Playing,Gls,Ast,CrdY,CrdR
0,-0.250694495529296,0.13511270895353258,0.2100096460667219,0.751634267120442,-0.6626878156330686,-0.4472262422875657
1,0.8597987685544412,0.7269231628137459,0.9939249628502614,0.5233230516429594,-0.34243801187289147,-0.4472262422875657
2,0.026928820491638264,0.0232745129484529,1.6798508650358588,1.2082566980754073,-0.6626878156330686,-0.4472262422875657
3,-0.8059411275711645,1.1711693302783681,-0.7698844999127026,-1.0748554566994188,1.258811006927994,-0.4472262422875657
4,-1.6388110756339673,-1.0826809808795574,0.5039778898605493,-0.6182330257444536,-1.3031874231534228,-0.4472262422875657
5,-1.6388110756339673,0.17083879934404417,-0.18194801232504787,1.8931903445078548,-0.6626878156330686,-0.4472262422875657
6,0.026928820491638264,0.9179800809890905,1.0919143774482039,-1.0748554566994188,-0.6626878156330686,-0.4472262422875657
7,0.026928820491638264,0.9117668478776971,-0.2799374269229903,2.34981277546282,-0.6626878156330686,-0.4472262422875657
8,0.30455213651257257,0.04657413711617784,-0.47591625611887517,0.5233230516429594,0.2980615956474627,-0.4472262422875657
9,-0.8059411275711645,-0.34330624062375276,0.2100096460667219,1.6648791290303724,0.2980615956474627,-0.4472262422875657
10,-0.5283178115502303,-0.03885781816548026,1.4838720358399737,0.2950118361654768,-0.02218820811271439,3.312947794809831
11,-0.5283178115502303,-0.254767668786398,-1.06385274370653,-1.0748554566994188,-0.34243801187289147,-0.4472262422875657
12,-0.8059411275711645,-2.5412374537791385,-0.67189508531476,-0.3899218102669709,-1.3031874231534228,-0.4472262422875657
13,-0.5283178115502303,-0.6586278210269635,0.4059884752626068,1.43656791355289,-0.34243801187289147,-0.4472262422875657
14,0.5821754525335068,-2.044178804867673,-0.9658633291085874,0.06670062068799425,-0.9829376193932458,-0.4472262422875657
15,0.5821754525335068,0.7843955690941341,1.1899037920461464,0.5233230516429594,-0.34243801187289147,-0.4472262422875657
16,-0.5283178115502303,0.3215097022953321,-0.7698844999127026,-0.8465442412219362,-0.6626878156330686,1.432860776261133
